filepath,source,source_group,class_name,label,is_plant,split,unknown_subtype,source_id
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_constract_23.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_6.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00112_14714856bbf9.png,cifar10,cifar10::14714856bbf9bd18,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00155_82ac4193d8bd.png,cifar10,cifar10::82ac4193d8bd6e9e,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_color_2.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00288_ff6559b6d21e.png,cifar10,cifar10::ff6559b6d21e0211,Unclassified,6,0,train,animal,deer
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00056_0ae5467c892b.png,cifar10,cifar10::0ae5467c892b2440,Unclassified,6,0,train,object_vehicle,automobile
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_39.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_brightness_29.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00136_c24b5759df86.png,cifar10,cifar10::c24b5759df869717,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_color_33.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_constract_30.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_constract_3.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_brightness_2.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00505_651b55ff2ae5.png,cifar10,cifar10::651b55ff2ae5d48b,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_color_6.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_brightness_5.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_sharpness_39.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_color_5.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_sharpness_28.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_brightness_30.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flippil_color_8.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_color_4.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_20.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/27.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flip31.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_brightness_1.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_color_5.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/7.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_color_27.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_sharpness_11.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_constract_5.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_color_35.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_sharpness_16.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00779_f1b9d873cbc8.png,cifar10,cifar10::f1b9d873cbc84367,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/rotate_zoompil_sharpness_13.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_brightness_8.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_brightness_21.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_sharpness_11.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_sharpness_23.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_sharpness_16.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00400_8f3023265740.png,cifar10,cifar10::8f3023265740cf14,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_constract_18.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_18.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/rotate_zoompil_sharpness_35.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_38.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/random_crop_pil_constract_19.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_constract_9.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00054_55c17795011f.png,cifar10,cifar10::55c17795011fe0c3,Unclassified,6,0,train,animal,cat
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00310_d954ad6fd86d.png,cifar10,cifar10::d954ad6fd86d556a,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_constract_29.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoom21.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00501_d6b671da92ec.png,cifar10,cifar10::d6b671da92ecb5ce,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/vertical_flippil_constract_12.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_9.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_color_38.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_constract_6.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00263_d2f930c8e3a9.png,cifar10,cifar10::d2f930c8e3a95228,Unclassified,6,0,train,object_vehicle,truck
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flip15.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00382_07ef538a278a.png,cifar10,cifar10::07ef538a278a695c,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoom27.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00649_6dbee18303d3.png,cifar10,cifar10::6dbee18303d30fc8,Unclassified,6,0,train,animal,cat
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/rotate_zoompil_color_40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_brightness_9.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00011_dcefed98207f.png,cifar10,cifar10::dcefed98207f4735,Unclassified,6,0,train,object_vehicle,airplane
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_11.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00235_59dd9322abf7.png,cifar10,cifar10::59dd9322abf7f3c9,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_color_2.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_brightness_22.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flip36.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_17.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/pil_color_29.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00105_5f0649caeb89.png,cifar10,cifar10::5f0649caeb893653,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_color_1.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoom40.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/pil_brightness_14.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_color_29.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_36.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_sharpness_5.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_39.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_8.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/27.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_brightness_29.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00760_b4ffb3d3e99b.png,cifar10,cifar10::b4ffb3d3e99b3535,Unclassified,6,0,train,animal,horse
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_30.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Aphids/random_crop_pil_constract_37.jpg,cotton,cotton::Aphids,Aphids,0,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/random_crop_pil_constract_40.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00772_bb5dbfdbd3b8.png,cifar10,cifar10::bb5dbfdbd3b8595b,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_sharpness_31.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_37.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_sharpness_27.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_23.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_sharpness_32.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00238_fa8eb6cfb58e.png,cifar10,cifar10::fa8eb6cfb58e7d8e,Unclassified,6,0,train,animal,deer
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flip40.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/17.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/rotate_zoompil_brightness_32.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_color_22.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00492_70fdff1e1420.png,cifar10,cifar10::70fdff1e14201cad,Unclassified,6,0,train,animal,dog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/vertical_flip10.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/vertical_flippil_brightness_37.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_sharpness_5.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/random_crop_pil_color_37.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flip24.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_brightness_23.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/pil_color_14.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_brightness_2.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Bacterial blight/vertical_flippil_brightness_29.jpg,cotton,cotton::Bacterial blight,Bacterial blight,2,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/rotate_zoompil_constract_28.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/vertical_flippil_constract_36.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/pil_brightness_29.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Powdery mildew/27.jpg,cotton,cotton::Powdery mildew,Powdery mildew,4,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/random_translation_40.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_color_17.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/pil_color_30.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/working/exp02_robust_open_set/unknown_sources/cifar10/train/00385_84caf52d854e.png,cifar10,cifar10::84caf52d854ed5e2,Unclassified,6,0,train,animal,frog
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/pil_sharpness_6.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Army worm/vertical_flippil_brightness_18.jpg,cotton,cotton::Army worm,Army worm,1,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Target spot/rotate_zoompil_sharpness_39.jpg,cotton,cotton::Target spot,Target spot,5,1,train,,
/kaggle/input/datasets/dhamur/cotton-plant-disease/Cotton leaves/40 Images/Healthy/random_crop_pil_color_20.jpg,cotton,cotton::Healthy,Healthy,3,1,train,,
